city,state_id,state_name,lat,lng
Home Gardens,CA,California,33.87840,-117.51160
Elwood,NY,New York,40.84620,-73.33890
Port Lavaca,TX,Texas,28.61810,-96.62780
River Edge,NJ,New Jersey,40.92680,-74.03870
Claiborne,LA,Louisiana,32.53790,-92.19810
Woods Cross,UT,Utah,40.87310,-111.91700
Byram,MS,Mississippi,32.18900,-90.28610
Highland,IL,Illinois,38.76020,-89.68100
Lyndon,KY,Kentucky,38.26440,-85.58910
Mack,OH,Ohio,39.15030,-84.67920
Signal Hill,CA,California,33.80290,-118.16810
Richmond Heights,FL,Florida,25.63470,-80.37200
Woodward,OK,Oklahoma,36.42470,-99.40570
Hailey,ID,Idaho,43.51410,-114.30000
Scottsburg,IN,Indiana,38.68510,-85.78300
Schiller Park,IL,Illinois,41.95860,-87.86930
Fenton,MI,Michigan,42.79940,-83.71440
Los Alamitos,CA,California,33.79720,-118.05940
Minooka,IL,Illinois,41.45070,-88.27920
Hillsborough,CA,California,37.55730,-122.35870
Collegedale,TN,Tennessee,35.05250,-85.04870
Dent,OH,Ohio,39.19220,-84.65930
Summerfield,NC,North Carolina,36.19730,-79.89970
Snyder,TX,Texas,32.71330,-100.91130
Tarrytown,NY,New York,41.06470,-73.86730
Fairfield,IA,Iowa,41.00610,-91.96690
Mount Sterling,KY,Kentucky,38.06480,-83.94720
Ravenna,OH,Ohio,41.16130,-81.24210
Bellmawr,NJ,New Jersey,39.86650,-75.09410
Angola,IN,Indiana,41.64330,-85.00510
Doctor Phillips,FL,Florida,28.44760,-81.49220
Coshocton,OH,Ohio,40.26180,-81.84800
Mendota Heights,MN,Minnesota,44.88150,-93.14000
Haysville,KS,Kansas,37.56490,-97.35270
Tega Cay,SC,South Carolina,35.03900,-81.01100
Mexico,MO,Missouri,39.16250,-91.87110
Evanston,WY,Wyoming,41.26020,-110.96460
Mountain Top,PA,Pennsylvania,41.13530,-75.90450
Port Salerno,FL,Florida,27.14610,-80.18950
Haddonfield,NJ,New Jersey,39.89550,-75.03460
Urbana,OH,Ohio,40.10850,-83.75420
Beachwood,NJ,New Jersey,39.92860,-74.20230
Bradford,PA,Pennsylvania,41.96040,-78.64140
North Vernon,IN,Indiana,39.01700,-85.63170
Lake Morton-Berrydale,WA,Washington,47.33250,-122.10320
Celina,OH,Ohio,40.55510,-84.56290
Hartsville,TN,Tennessee,36.39210,-86.15680
Canyon Lake,CA,California,33.68850,-117.26210
Gardnerville Ranchos,NV,Nevada,38.88720,-119.74260
Lighthouse Point,FL,Florida,26.27850,-80.08910
Eunice,LA,Louisiana,30.49040,-92.41910
Tamalpais-Homestead Valley,CA,California,37.87930,-122.53820
Hibbing,MN,Minnesota,47.39810,-92.94870
Fairview Shores,FL,Florida,28.60200,-81.39480
Lamesa,TX,Texas,32.73330,-101.95420
DuBois,PA,Pennsylvania,41.12250,-78.75640
Berlin,NH,New Hampshire,44.48690,-71.25990
North Logan,UT,Utah,41.77590,-111.80660
Waupun,WI,Wisconsin,43.63150,-88.73800
Mango,FL,Florida,27.99150,-82.30700
Big Lake,MN,Minnesota,45.34160,-93.74310
Hillsdale,MI,Michigan,41.92660,-84.63560
Gloucester City,NJ,New Jersey,39.89240,-75.11720
Mitchellville,MD,Maryland,38.93580,-76.81460
Shiloh,PA,Pennsylvania,39.97340,-76.79200
Camp Verde,AZ,Arizona,34.56990,-111.85730
Viera East,FL,Florida,28.26100,-80.71500
Weddington,NC,North Carolina,35.02280,-80.73830
Show Low,AZ,Arizona,34.26710,-110.03840
Ridgefield,NJ,New Jersey,40.83130,-74.01470
Aguadilla,PR,Puerto Rico,18.43820,-67.15360
Poulsbo,WA,Washington,47.74170,-122.64070
Springdale,OH,Ohio,39.29090,-84.47600
Stayton,OR,Oregon,44.80330,-122.79830
Brookings,OR,Oregon,42.06970,-124.30030
Rossmoor,CA,California,33.78860,-118.08030
Broomall,PA,Pennsylvania,39.96940,-75.35290
Niles,MI,Michigan,41.83460,-86.24730
Coamo,PR,Puerto Rico,18.07650,-66.36380
Piedmont,CA,California,37.82260,-122.23000
Fitzgerald,GA,Georgia,31.71350,-83.25150
Huntingdon,PA,Pennsylvania,40.50000,-78.00970
Selma,TX,Texas,29.58660,-98.31330
Satellite Beach,FL,Florida,28.17820,-80.60190
Guttenberg,NJ,New Jersey,40.79270,-74.00480
Mayfield,KY,Kentucky,36.73700,-88.64460
Franklin Lakes,NJ,New Jersey,41.00860,-74.20830
San Germán,PR,Puerto Rico,18.08270,-67.04600
Viera West,FL,Florida,28.24300,-80.73680
Summit,IL,Illinois,41.78770,-87.81460
Lowes Island,VA,Virginia,39.04710,-77.35240
Yorktown,IN,Indiana,40.18300,-85.51230
Town and Country,MO,Missouri,38.63170,-90.47900
Fulton,NY,New York,43.31710,-76.41620
Jefferson Hills,PA,Pennsylvania,40.29270,-79.93290
Princess Anne,MD,Maryland,38.20540,-75.69690
Lindon,UT,Utah,40.34140,-111.71870
Maysville,KY,Kentucky,38.64540,-83.79110
Campton Hills,IL,Illinois,41.94990,-88.41660
Woodbury,NY,New York,41.32840,-74.10040
Rifle,CO,Colorado,39.53620,-107.77290
Bennettsville,SC,South Carolina,34.63030,-79.68740
Walden,NY,New York,41.56030,-74.18790
Grove City,PA,Pennsylvania,41.15720,-80.08940
Merriam,KS,Kansas,39.01860,-94.69330
Westwood,NJ,New Jersey,40.98780,-74.03080
Lower Burrell,PA,Pennsylvania,40.58180,-79.71410
Kaneohe Station,HI,Hawaii,21.44510,-157.75150
Westview,FL,Florida,25.88260,-80.24150
Silverton,OR,Oregon,45.00310,-122.78090
Wahpeton,ND,North Dakota,46.27220,-96.61180
Storm Lake,IA,Iowa,42.64310,-95.19690
Whitehall,MI,Michigan,43.40030,-86.34060
Orange Cove,CA,California,36.62110,-119.31880
Lake Grove,NY,New York,40.85860,-73.11680
Grosse Pointe Park,MI,Michigan,42.37940,-82.92880
Grand Haven,MI,Michigan,43.05530,-86.22010
Two Rivers,WI,Wisconsin,44.15640,-87.58240
Gold Canyon,AZ,Arizona,33.37150,-111.43690
Clinton,SC,South Carolina,34.47770,-81.86360
Dobbs Ferry,NY,New York,41.01270,-73.86980
Gulf Gate Estates,FL,Florida,27.25870,-82.50650
Hormigueros,PR,Puerto Rico,18.14370,-67.12000
Suffern,NY,New York,41.11380,-74.14210
Munhall,PA,Pennsylvania,40.39370,-79.90040
Florence,OR,Oregon,43.99140,-124.10620
Oak Grove,SC,South Carolina,33.98090,-81.14380
Pompton Lakes,NJ,New Jersey,41.00240,-74.28590
Millsboro,DE,Delaware,38.59300,-75.31180
Kings Mountain,NC,North Carolina,35.23480,-81.35010
Sussex,WI,Wisconsin,43.13410,-88.22320
Pearsall,TX,Texas,28.88850,-99.09880
Ocean City,NJ,New Jersey,39.26820,-74.60190
California City,CA,California,35.15780,-117.87210
Gonzales,LA,Louisiana,30.21320,-90.92340
West Point,UT,Utah,41.12200,-112.09940
Liberty Lake,WA,Washington,47.66870,-117.10320
Decatur,IN,Indiana,40.82860,-84.92820
Heath,OH,Ohio,40.02410,-82.44120
Destrehan,LA,Louisiana,29.96270,-90.36760
New Albany,OH,Ohio,40.08020,-82.78830
Cusseta,GA,Georgia,32.34700,-84.78700
Elkins,WV,West Virginia,38.92370,-79.85400
Linthicum,MD,Maryland,39.20880,-76.66250
Guymon,OK,Oklahoma,36.69010,-101.47760
Seymour,TN,Tennessee,35.87610,-83.77420
Montgomery,OH,Ohio,39.24960,-84.34570
Forestville,OH,Ohio,39.07110,-84.33890
Soquel,CA,California,36.99780,-121.94820
Essex Junction,VT,Vermont,44.49020,-73.11400
La Riviera,CA,California,38.56830,-121.35440
Vermillion,SD,South Dakota,42.78110,-96.92550
Gardere,LA,Louisiana,30.35820,-91.13450
Pleasant View,UT,Utah,41.32490,-112.00110
Wasilla,AK,Alaska,61.57700,-149.46600
Northbrook,OH,Ohio,39.24670,-84.57960
River Forest,IL,Illinois,41.89500,-87.81940
Manchester,VA,Virginia,37.49020,-77.53960
Mount Kisco,NY,New York,41.20180,-73.72820
Smithville,MO,Missouri,39.39210,-94.57480
Sierra Madre,CA,California,34.16870,-118.05040
Maili,HI,Hawaii,21.41340,-158.17020
Totowa,NJ,New Jersey,40.90390,-74.22130
Halfway,MD,Maryland,39.61630,-77.77000
Highland Park,MI,Michigan,42.40520,-83.09770
Citrus,CA,California,34.11610,-117.88900
Winnemucca,NV,Nevada,40.96450,-117.72470
Castle Pines,CO,Colorado,39.46250,-104.87060
Saks,AL,Alabama,33.71180,-85.85360
Burr Ridge,IL,Illinois,41.74850,-87.91980
Galena Park,TX,Texas,29.74520,-95.23330
Ludington,MI,Michigan,43.95730,-86.44340
Elk City,OK,Oklahoma,35.38500,-99.43310
Bellmead,TX,Texas,31.60250,-97.08960
Little Ferry,NJ,New Jersey,40.84630,-74.03880
Muskegon Heights,MI,Michigan,43.20240,-86.24200
Mapleton,UT,Utah,40.11880,-111.57420
Fruitland Park,FL,Florida,28.86000,-81.91900
Rochelle,IL,Illinois,41.91950,-89.06320
Browns Mills,NJ,New Jersey,39.97370,-74.56890
Gig Harbor,WA,Washington,47.33530,-122.59640
Isabela,PR,Puerto Rico,18.49910,-67.02200
Crestwood,IL,Illinois,41.64540,-87.73960
Rosaryville,MD,Maryland,38.76720,-76.82660
Farmersville,CA,California,36.30530,-119.20830
Naranja,FL,Florida,25.51640,-80.42210
Darby,PA,Pennsylvania,39.92100,-75.26110
Smithfield,VA,Virginia,36.97540,-76.61620
Garden Acres,CA,California,37.96370,-121.22960
Scottdale,GA,Georgia,33.79500,-84.26340
Sweet Home,OR,Oregon,44.40230,-122.70280
DeForest,WI,Wisconsin,43.23010,-89.34370
Cleveland,TX,Texas,30.33740,-95.09310
Avon Park,FL,Florida,27.59080,-81.50810
Lawrenceburg,TN,Tennessee,35.24970,-87.33250
Raceland,LA,Louisiana,29.72820,-90.63620
Bothell East,WA,Washington,47.80640,-122.18450
Spencer,IA,Iowa,43.14680,-95.15340
Pike Creek Valley,DE,Delaware,39.72960,-75.69930
Hornell,NY,New York,42.33320,-77.66330
Pacific,MO,Missouri,38.48050,-90.75410
Newcastle,OK,Oklahoma,35.24040,-97.59980
Ketchikan,AK,Alaska,55.35560,-131.66980
Alamosa,CO,Colorado,37.47510,-105.87690
Bacliff,TX,Texas,29.50770,-94.98800
Lansdowne,PA,Pennsylvania,39.94080,-75.27600
Toccoa,GA,Georgia,34.58070,-83.32560
Trinity,FL,Florida,28.18090,-82.65810
Brooklyn,OH,Ohio,41.43490,-81.74980
Highland City,FL,Florida,27.96330,-81.87810
Millington,TN,Tennessee,35.33500,-89.89910
Georgetown,DE,Delaware,38.68940,-75.38720
Ogdensburg,NY,New York,44.70880,-75.47170
Wyomissing,PA,Pennsylvania,40.33170,-75.97030
Petal,MS,Mississippi,31.34770,-89.23590
Anderson,CA,California,40.44970,-122.29500
Monroe,WI,Wisconsin,42.60300,-89.63820
Atchison,KS,Kansas,39.56250,-95.13670
Park Forest Village,PA,Pennsylvania,40.79960,-77.90840
Burtonsville,MD,Maryland,39.11660,-76.93560
Cheval,FL,Florida,28.14590,-82.51850
Fort Bliss,TX,Texas,31.81370,-106.41190
Lake Stickney,WA,Washington,47.87090,-122.25960
North Lindenhurst,NY,New York,40.70720,-73.38590
Panthersville,GA,Georgia,33.70590,-84.27640
Van Wert,OH,Ohio,40.86500,-84.58790
Norton,VA,Virginia,36.93140,-82.62620
Fairfield,AL,Alabama,33.47470,-86.91940
Greencastle,IN,Indiana,39.64310,-86.84190
Covington,LA,Louisiana,30.48080,-90.11220
Myrtle Grove,NC,North Carolina,34.12300,-77.88340
Three Rivers,MI,Michigan,41.94650,-85.62810
Kapaa,HI,Hawaii,22.09100,-159.35200
Morro Bay,CA,California,35.36810,-120.84810
Lowell,IN,Indiana,41.29210,-87.41840
Paris,TN,Tennessee,36.29340,-88.30650
Ironton,OH,Ohio,38.53190,-82.67770
Saddlebrooke,AZ,Arizona,32.53850,-110.85820
Milton,FL,Florida,30.62860,-87.05220
Tanaina,AK,Alaska,61.65600,-149.42720
Gateway,FL,Florida,26.58040,-81.74530
Columbia,IL,Illinois,38.45810,-90.21560
Roscoe,IL,Illinois,42.42560,-89.00830
Arkadelphia,AR,Arkansas,34.12550,-93.07250
Little Canada,MN,Minnesota,45.02440,-93.08630
Wapakoneta,OH,Ohio,40.56630,-84.19150
Alpine,UT,Utah,40.46290,-111.77240
West Perrine,FL,Florida,25.60610,-80.36390
Farmington,MI,Michigan,42.46140,-83.37840
Exeter,CA,California,36.29400,-119.14590
Bernalillo,NM,New Mexico,35.31270,-106.55370
Point Pleasant,WV,West Virginia,38.85290,-82.13030
Cape Canaveral,FL,Florida,28.39330,-80.60500
Jacinto City,TX,Texas,29.76630,-95.24100
Worth,IL,Illinois,41.68770,-87.79160
Portage,WI,Wisconsin,43.54890,-89.46580
Bedford Heights,OH,Ohio,41.40420,-81.50530
Woodmere,LA,Louisiana,29.84930,-90.07510
Lake Arbor,MD,Maryland,38.90700,-76.82990
Star,ID,Idaho,43.70130,-116.49340
Fox Lake,IL,Illinois,42.42390,-88.18440
Fountain Inn,SC,South Carolina,34.69940,-82.19990
Kendallville,IN,Indiana,41.44410,-85.25780
Sumner,WA,Washington,47.21890,-122.23380
Burkburnett,TX,Texas,34.07460,-98.56720
Pine Hill,NJ,New Jersey,39.78790,-74.98570
Martin,TN,Tennessee,36.33860,-88.85130
Budd Lake,NJ,New Jersey,40.87330,-74.73740
Hudson,NY,New York,42.25150,-73.78590
Shasta Lake,CA,California,40.67900,-122.37750
Rodeo,CA,California,38.03680,-122.25260
Dayton,TN,Tennessee,35.49120,-85.01200
Vidor,TX,Texas,30.12910,-93.99670
Bellefontaine Neighbors,MO,Missouri,38.75290,-90.22800
Vermilion,OH,Ohio,41.41030,-82.32140
East Whittier,CA,California,33.92440,-117.98870
Bolivar,MO,Missouri,37.60570,-93.41740
San Diego Country Estates,CA,California,33.00930,-116.78740
Kennett,MO,Missouri,36.24030,-90.04810
Troy,IL,Illinois,38.72660,-89.89730
Fort Bragg,CA,California,39.43990,-123.80130
Comstock Park,MI,Michigan,43.04380,-85.67790
Lyons,IL,Illinois,41.81210,-87.81920
Miami Shores,FL,Florida,25.86700,-80.17790
Cypress Gardens,FL,Florida,28.00360,-81.68570
Columbia,PA,Pennsylvania,40.03480,-76.49440
Waterloo,IL,Illinois,38.34030,-90.15380
Beverly Hills,MI,Michigan,42.52200,-83.24230
Lexington,NE,Nebraska,40.77790,-99.74610
Richmond Heights,OH,Ohio,41.55890,-81.50290
Jefferson,LA,Louisiana,29.96090,-90.15540
Magnolia,AR,Arkansas,33.27740,-93.22610
Summerville,GA,Georgia,34.47870,-85.34910
Wellington,CO,Colorado,40.70000,-105.00540
Fuller Heights,FL,Florida,27.92260,-81.99780
Nanticoke,PA,Pennsylvania,41.20040,-76.00030
Hillsdale,NJ,New Jersey,41.00740,-74.04400
Fredonia,NY,New York,42.44070,-79.33190
Lanham,MD,Maryland,38.96210,-76.84210
Fairview,CA,California,37.67600,-122.04800
Forest,VA,Virginia,37.37280,-79.28310
Forest Acres,SC,South Carolina,34.03240,-80.97160
Fort Meade,MD,Maryland,39.10580,-76.74380
Reading,OH,Ohio,39.22430,-84.43330
Arden Hills,MN,Minnesota,45.07210,-93.16700
Pine Ridge,FL,Florida,28.93300,-82.47610
Independence,OR,Oregon,44.85510,-123.19480
Doraville,GA,Georgia,33.90720,-84.27110
Bonham,TX,Texas,33.58800,-96.19010
Melvindale,MI,Michigan,42.28020,-83.17820
Sauk Village,IL,Illinois,41.49050,-87.57060
Clearfield,PA,Pennsylvania,41.02160,-78.43900
Sparta,WI,Wisconsin,43.93780,-90.81310
Box Elder,SD,South Dakota,44.11210,-103.08270
Barrington,IL,Illinois,42.15150,-88.12810
Pasadena Hills,FL,Florida,28.28810,-82.23800
Middle Island,NY,New York,40.88570,-72.94540
Lake Monticello,VA,Virginia,37.92100,-78.32950
Great Neck,NY,New York,40.80280,-73.73320
Fort Lupton,CO,Colorado,40.08310,-104.80240
Victoria,MN,Minnesota,44.86340,-93.65860
Bluffton,IN,Indiana,40.74240,-85.17300
Timberlane,LA,Louisiana,29.87810,-90.03030
West Haverstraw,NY,New York,41.20630,-73.98830
Fife,WA,Washington,47.23280,-122.35180
Bound Brook,NJ,New Jersey,40.56760,-74.53830
Somers Point,NJ,New Jersey,39.31670,-74.60660
Union,MO,Missouri,38.44000,-90.99270
Quartz Hill,CA,California,34.65270,-118.21630
New Port Richey East,FL,Florida,28.26050,-82.69300
Pike Road,AL,Alabama,32.29340,-86.09020
Havre,MT,Montana,48.54270,-109.68030
Snohomish,WA,Washington,47.92760,-122.09680
Brookhaven,MS,Mississippi,31.58030,-90.44320
Wyndham,VA,Virginia,37.69240,-77.61230
Waynesville,NC,North Carolina,35.48540,-82.99950
Timonium,MD,Maryland,39.44630,-76.60830
Clarion,PA,Pennsylvania,41.21060,-79.38030
Kutztown,PA,Pennsylvania,40.52130,-75.77720
Progress Village,FL,Florida,27.88320,-82.35930
Fort Madison,IA,Iowa,40.62070,-91.35090
Danville,IN,Indiana,39.76030,-86.50760
Vienna,WV,West Virginia,39.32400,-81.53830
Manville,NJ,New Jersey,40.54210,-74.58920
Bel Air,MD,Maryland,39.53480,-76.34600
Warr Acres,OK,Oklahoma,35.52850,-97.61820
Franklin,KY,Kentucky,36.71780,-86.55950
Tipp City,OH,Ohio,39.96430,-84.18580
Lincoln Park,NJ,New Jersey,40.92390,-74.30350
Struthers,OH,Ohio,41.05100,-80.59200
Waldwick,NJ,New Jersey,41.01340,-74.12590
Shawano,WI,Wisconsin,44.77480,-88.58430
Cedar Hills,UT,Utah,40.41350,-111.75300
Hobart,WI,Wisconsin,44.49670,-88.16020
Cresson,PA,Pennsylvania,40.46260,-78.58660
Clinton,TN,Tennessee,36.09810,-84.12830
Edwards,CO,Colorado,39.62150,-106.61830
Lincoln Village,OH,Ohio,39.95320,-83.13140
Garden City,SC,South Carolina,33.59270,-79.00700
Del Aire,CA,California,33.91680,-118.36930
Nolensville,TN,Tennessee,35.95720,-86.67200
Camden,AR,Arkansas,33.56720,-92.84670
Wood River,IL,Illinois,38.86310,-90.07730
Sleepy Hollow,NY,New York,41.09360,-73.87240
Fair Oaks Ranch,TX,Texas,29.74680,-98.63750
Countryside,VA,Virginia,39.05180,-77.41240
Vashon,WA,Washington,47.41220,-122.47260
Holmen,WI,Wisconsin,43.96990,-91.26610
Coweta,OK,Oklahoma,35.96800,-95.65430
Warrenton,VA,Virginia,38.71760,-77.79750
Westgate,FL,Florida,26.69940,-80.09890
Pleasant Hill,IA,Iowa,41.58680,-93.49520
Bee Ridge,FL,Florida,27.28550,-82.47310
Capitola,CA,California,36.97720,-121.95380
Laurens,SC,South Carolina,34.50220,-82.02070
Flat Rock,MI,Michigan,42.09910,-83.27160
Molalla,OR,Oregon,45.15020,-122.58440
South Huntington,NY,New York,40.82250,-73.39210
Fairmount,NY,New York,43.04140,-76.24850
Fort Oglethorpe,GA,Georgia,34.93190,-85.24600
Marlton,NJ,New Jersey,39.90160,-74.92970
Alcoa,TN,Tennessee,35.80730,-83.97520
Orland,CA,California,39.74610,-122.18560
Helotes,TX,Texas,29.56930,-98.69560
Key Largo,FL,Florida,25.12240,-80.41200
Madera Acres,CA,California,37.01230,-120.07990
Winterville,NC,North Carolina,35.52870,-77.39940
Clay,AL,Alabama,33.69760,-86.60700
Vernon,TX,Texas,34.14800,-99.30000
St. Albans,WV,West Virginia,38.37690,-81.81980
Mission,KS,Kansas,39.02700,-94.65680
Berwick,PA,Pennsylvania,41.05550,-76.24920
Watervliet,NY,New York,42.72430,-73.70680
Rockcreek,OR,Oregon,45.55250,-122.87570
Kinnelon,NJ,New Jersey,40.98470,-74.38620
Ventnor City,NJ,New Jersey,39.34570,-74.48600
Emmett,ID,Idaho,43.86850,-116.48900
Sugar Grove,IL,Illinois,41.77580,-88.44800
River Grove,IL,Illinois,41.92430,-87.83790
Pingree Grove,IL,Illinois,42.08570,-88.43620
Northampton,PA,Pennsylvania,40.68660,-75.49040
Waggaman,LA,Louisiana,29.93730,-90.23540
Gages Lake,IL,Illinois,42.35190,-87.98280
Ellisville,MO,Missouri,38.58970,-90.58840
Blackhawk,CA,California,37.81600,-121.90710
Mentone,CA,California,34.06090,-117.11080
Country Club,CA,California,37.96870,-121.34080
Scottsboro,AL,Alabama,34.64380,-86.04910
Sweetwater,TX,Texas,32.46930,-100.40920
New Baltimore,VA,Virginia,38.74950,-77.71510
Coffeyville,KS,Kansas,37.05180,-95.61800
Chillicothe,MO,Missouri,39.79530,-93.54990
Lake Barcroft,VA,Virginia,38.85140,-77.15790
Franklin,NH,New Hampshire,43.44990,-71.66910
Robertsdale,AL,Alabama,30.55340,-87.70230
East Rockaway,NY,New York,40.64320,-73.66720
New Hyde Park,NY,New York,40.73240,-73.68580
Itasca,IL,Illinois,41.97730,-88.01820
Inwood,NY,New York,40.62180,-73.75070
Marlboro Village,MD,Maryland,38.83070,-76.76990
Woodbury,NJ,New Jersey,39.83790,-75.15240
Friendly,MD,Maryland,38.76010,-76.96420
Gunbarrel,CO,Colorado,40.06340,-105.17140
Mooresville,IN,Indiana,39.60220,-86.36810
Grenada,MS,Mississippi,33.78160,-89.81300
Fort Salonga,NY,New York,40.90600,-73.29920
Rio del Mar,CA,California,36.96070,-121.88070
Russellville,AL,Alabama,34.50560,-87.72820
Marina del Rey,CA,California,33.97650,-118.44860
North Bend,OR,Oregon,43.40750,-124.23640
Lake Arrowhead,CA,California,34.25310,-117.19450
Union City,TN,Tennessee,36.42680,-89.04740
Brandywine,MD,Maryland,38.69630,-76.88460
Charter Oak,CA,California,34.10250,-117.85640
Philipsburg,PA,Pennsylvania,40.89520,-78.21450
Denham Springs,LA,Louisiana,30.47430,-90.95940
Corte Madera,CA,California,37.92380,-122.51290
Progress,PA,Pennsylvania,40.29050,-76.83820
Cuero,TX,Texas,29.10240,-97.28710
Jewett City,CT,Connecticut,41.60700,-71.98070
Conning Towers Nautilus Park,CT,Connecticut,41.38550,-72.06860
Columbia City,IN,Indiana,41.16120,-85.48550
Chesapeake Ranch Estates,MD,Maryland,38.35740,-76.41470
Woodfield,SC,South Carolina,34.05870,-80.93090
East Aurora,NY,New York,42.76660,-78.61720
Carroll,IA,Iowa,42.06990,-94.86470
Stuarts Draft,VA,Virginia,38.02450,-79.03080
Alexandria,KY,Kentucky,38.96210,-84.38600
George Mason,VA,Virginia,38.83550,-77.31850
Wabash,IN,Indiana,40.80340,-85.83010
Boaz,AL,Alabama,34.19850,-86.15290
Oak Hills,CA,California,34.39120,-117.41250
St. Francis,WI,Wisconsin,42.97160,-87.87290
Edgewater,MD,Maryland,38.93730,-76.55720
East Rutherford,NJ,New Jersey,40.81790,-74.08540
Fort Valley,GA,Georgia,32.55200,-83.88190
Medulla,FL,Florida,27.95700,-81.98660
Gifford,FL,Florida,27.67470,-80.41020
West Tawakoni,TX,Texas,32.89760,-96.02170
Croydon,PA,Pennsylvania,40.09110,-74.89750
Warrenton,MO,Missouri,38.81870,-91.13840
Marysville,MI,Michigan,42.90840,-82.48060
Greenville,MI,Michigan,43.17970,-85.25330
Waterford,CA,California,37.64290,-120.75530
Port Wentworth,GA,Georgia,32.19420,-81.19840
Valley Cottage,NY,New York,41.11600,-73.94360
Hermantown,MN,Minnesota,46.80580,-92.24070
Winfield,IL,Illinois,41.87760,-88.15070
Pella,IA,Iowa,41.40510,-92.91770
Oxford,NC,North Carolina,36.31550,-78.58480
Keansburg,NJ,New Jersey,40.44710,-74.13160
La Plata,MD,Maryland,38.53520,-76.97010
Merrill,WI,Wisconsin,45.18200,-89.69950
Red Bank,SC,South Carolina,33.92960,-81.23210
Cross Lanes,WV,West Virginia,38.43510,-81.77060
Wilmore,KY,Kentucky,37.87860,-84.65450
Maywood,NJ,New Jersey,40.90250,-74.06340
Rainbow City,AL,Alabama,33.93370,-86.09220
Chevy Chase,MD,Maryland,38.99430,-77.07370
Pleasant Grove,AL,Alabama,33.49360,-86.97820
Howell,MI,Michigan,42.60780,-83.93390
Cody,WY,Wyoming,44.52120,-109.05490
Roxboro,NC,North Carolina,36.38790,-78.98120
Bishop,CA,California,37.36650,-118.39580
Blacklick Estates,OH,Ohio,39.90490,-82.86550
Middletown,PA,Pennsylvania,40.20100,-76.72890
Greenville,PA,Pennsylvania,41.40520,-80.38370
Bull Mountain,OR,Oregon,45.41260,-122.83220
St. Pete Beach,FL,Florida,27.72350,-82.73870
Rice Lake,WI,Wisconsin,45.48630,-91.74470
Yorkshire,VA,Virginia,38.78820,-77.44950
Grand Rapids,MN,Minnesota,47.23800,-93.53270
Ecorse,MI,Michigan,42.24890,-83.13990
Fairview,OR,Oregon,45.54710,-122.43910
The Village,OK,Oklahoma,35.57060,-97.55670
Pájaros,PR,Puerto Rico,18.36090,-66.21840
Eagle Point,OR,Oregon,42.46770,-122.80160
Harleysville,PA,Pennsylvania,40.27910,-75.38720
Craig,CO,Colorado,40.51700,-107.55550
Willoughby Hills,OH,Ohio,41.58730,-81.43330
Walterboro,SC,South Carolina,32.90100,-80.67600
Kearney,MO,Missouri,39.35500,-94.35980
Lowell,AR,Arkansas,36.25610,-94.15320
Silsbee,TX,Texas,30.34560,-94.17640
Brookdale,NJ,New Jersey,40.83480,-74.17980
Lantana,TX,Texas,33.09200,-97.12160
Harvard,IL,Illinois,42.43000,-88.62170
Eidson Road,TX,Texas,28.66770,-100.47870
Central City,KY,Kentucky,37.29620,-87.12800
Tell City,IN,Indiana,37.95280,-86.75970
Little River,SC,South Carolina,33.87870,-78.63930
Rye Brook,NY,New York,41.03030,-73.68650
DuPont,WA,Washington,47.10790,-122.64960
Bardmoor,FL,Florida,27.85750,-82.75340
Stonegate,CO,Colorado,39.53560,-104.80330
Reedsburg,WI,Wisconsin,43.53470,-89.99650
Asbury Lake,FL,Florida,30.04720,-81.78550
Mound,MN,Minnesota,44.93280,-93.65910
Dayton,NV,Nevada,39.25800,-119.56770
Cameron,MO,Missouri,39.74690,-94.23640
Erwin,TN,Tennessee,36.14560,-82.41150
Independent Hill,VA,Virginia,38.64040,-77.40900
Hope,AR,Arkansas,33.66820,-93.58950
Baker City,OR,Oregon,44.77490,-117.83200
Rigby,ID,Idaho,43.67350,-111.91260
Fort Stockton,TX,Texas,30.89260,-102.88440
Helena-West Helena,AR,Arkansas,34.53140,-90.62010
Airway Heights,WA,Washington,47.64600,-117.57920
Laurel,FL,Florida,27.14460,-82.46180
Le Mars,IA,Iowa,42.78090,-96.17430
Rapid Valley,SD,South Dakota,44.06740,-103.12230
Fayetteville,TN,Tennessee,35.14900,-86.56340
Lititz,PA,Pennsylvania,40.15400,-76.30440
Siler City,NC,North Carolina,35.72520,-79.45610
Platte City,MO,Missouri,39.35760,-94.76550
Coral Hills,MD,Maryland,38.87090,-76.92340
Mount Airy,MD,Maryland,39.37430,-77.15350
Bithlo,FL,Florida,28.56440,-81.10740
White Marsh,MD,Maryland,39.38190,-76.45730
Roxborough Park,CO,Colorado,39.44920,-105.07460
Picture Rocks,AZ,Arizona,32.32740,-111.25570
Carencro,LA,Louisiana,30.31260,-92.03870
Winslow,AZ,Arizona,35.02530,-110.70980
Ruidoso,NM,New Mexico,33.36470,-105.64320
Aiea,HI,Hawaii,21.38650,-157.92320
Miles City,MT,Montana,46.40590,-105.83850
Manistee,MI,Michigan,44.24400,-86.32420
Rayne,LA,Louisiana,30.24030,-92.26680
Scaggsville,MD,Maryland,39.14160,-76.88430
Augusta,KS,Kansas,37.69550,-96.99210
St. Augustine Shores,FL,Florida,29.80390,-81.30860
Harrisonville,MO,Missouri,38.65290,-94.34670
Monticello,AR,Arkansas,33.62580,-91.79340
